ID,Mass,MassUpper,MassLower,Width,WidthUpper,WidthLower,I,G,P,C,Anti,Charge,Rank,Status,Name,Quarks
1,4.67,0.5,0.2,-1,-1,-1,2-Jan,5,1,5,1,-1,0,0,d,d
-1,4.67,0.5,0.2,-1,-1,-1,2-Jan,5,1,5,1,1,0,0,d,D
2,2.16,0.5,0.3,-1,-1,-1,2-Jan,5,1,5,1,2,0,0,u,u
-2,2.16,0.5,0.3,-1,-1,-1,2-Jan,5,1,5,1,-2,0,0,u,U
3,93.4,8.6,3.4,-1,-1,-1,0,5,1,5,1,-1,0,0,s,s
-3,93.4,8.6,3.4,-1,-1,-1,0,5,1,5,1,1,0,0,s,S
4,1270,20,20,-1,-1,-1,0,5,1,5,1,2,0,0,c,c
-4,1270,20,20,-1,-1,-1,0,5,1,5,1,-2,0,0,c,C
5,4180,30,20,-1,-1,-1,0,5,1,5,1,-1,0,0,b,b
-5,4180,30,20,-1,-1,-1,0,5,1,5,1,1,0,0,b,B
6,172500,700,700,1420,190,150,0,5,1,5,1,2,0,0,t,t
-6,172500,700,700,1420,190,150,0,5,1,5,1,-2,0,0,t,T
11,0.51099895,1.50E-10,1.50E-10,0,0,0,,5,5,5,2,-3,0,0,e,
-11,0.51099895,1.50E-10,1.50E-10,0,0,0,,5,5,5,2,3,0,0,e,
12,-1,-1,-1,0,0,0,,5,5,5,1,0,0,1,nu(e),
-12,-1,-1,-1,0,0,0,,5,5,5,1,0,0,1,nu(e),
13,105.6583755,2.30E-06,2.30E-06,3.00E-16,3.00E-22,3.00E-22,,5,5,5,2,-3,0,0,mu,
-13,105.6583755,2.30E-06,2.30E-06,3.00E-16,3.00E-22,3.00E-22,,5,5,5,2,3,0,0,mu,
14,-1,-1,-1,0,0,0,,5,5,5,1,0,0,1,nu(mu),
-14,-1,-1,-1,0,0,0,,5,5,5,1,0,0,1,nu(mu),
15,1776.86,0.12,0.12,2.27E-09,4.00E-12,4.00E-12,,5,5,5,2,-3,0,0,tau,
-15,1776.86,0.12,0.12,2.27E-09,4.00E-12,4.00E-12,,5,5,5,2,3,0,0,tau,
16,-1,-1,-1,0,0,0,,5,5,5,1,0,0,1,nu(tau),
-16,-1,-1,-1,0,0,0,,5,5,5,1,0,0,1,nu(tau),
17,-1,-1,-1,-1,-1,-1,,5,5,5,2,-3,0,4,tau',
-17,-1,-1,-1,-1,-1,-1,,5,5,5,2,3,0,4,tau',
18,-1,-1,-1,-1,-1,-1,,5,5,5,1,0,0,4,nu(tau'),
-18,-1,-1,-1,-1,-1,-1,,5,5,5,1,0,0,4,nu(tau'),
21,0,0,0,0,0,0,,5,-1,5,0,0,0,0,g,
22,0,0,0,0,0,0,,5,-1,-1,0,0,0,0,gamma,
23,91187.6,2.1,2.1,2495.5,2.3,2.3,,5,5,5,0,0,0,0,Z,
24,80377,12,12,2080,40,40,,5,5,5,2,3,0,0,W,
-24,80377,12,12,2080,40,40,,5,5,5,2,-3,0,0,W,
25,125250,170,170,3.2,2.4,1.7,,5,5,5,0,0,0,0,H,
111,134.9768,0.0005,0.0005,7.81E-06,1.20E-07,1.20E-07,1,-1,-1,1,0,0,0,0,pi,(uU-dD)/sqrt(2)
113,775.26,0.23,0.23,149.1,0.8,0.8,1,1,-1,-1,0,0,0,0,rho(770),(uU-dD)/sqrt(2)
115,1318.2,0.6,0.6,107,5,5,1,-1,1,1,0,0,0,0,a(2)(1320),(uU-dD)/sqrt(2)
117,1688.8,2.1,2.1,161,10,10,1,1,-1,-1,0,0,0,0,rho(3)(1690),(uU-dD)/sqrt(2)
119,1967,16,16,324,15,18,1,-1,1,1,0,0,0,0,a(4)(1970),(uU-dD)/sqrt(2)
130,497.611,0.013,0.013,1.29E-14,5.00E-17,5.00E-17,2-Jan,5,-1,5,0,0,0,0,K(L),p(dS)-q(Ds)
211,139.57039,0.00018,0.00018,2.53E-14,5.00E-18,5.00E-18,1,-1,-1,5,2,3,0,0,pi,uD
-211,139.57039,0.00018,0.00018,2.53E-14,5.00E-18,5.00E-18,1,-1,-1,5,2,-3,0,0,pi,Ud
213,775.26,0.23,0.23,149.1,0.8,0.8,1,1,-1,5,2,3,0,0,rho(770),uD
-213,775.26,0.23,0.23,149.1,0.8,0.8,1,1,-1,5,2,-3,0,0,rho(770),Ud
215,1318.2,0.6,0.6,107,5,5,1,-1,1,5,2,3,0,0,a(2)(1320),uD
-215,1318.2,0.6,0.6,107,5,5,1,-1,1,5,2,-3,0,0,a(2)(1320),Ud
217,1688.8,2.1,2.1,161,10,10,1,1,-1,5,2,3,0,0,rho(3)(1690),uD
-217,1688.8,2.1,2.1,161,10,10,1,1,-1,5,2,-3,0,0,rho(3)(1690),Ud
219,1967,16,16,324,15,18,1,-1,1,5,2,3,0,0,a(4)(1970),uD
-219,1967,16,16,324,15,18,1,-1,1,5,2,-3,0,0,a(4)(1970),Ud
221,547.862,0.017,0.017,0.00131,5.00E-05,5.00E-05,0,1,-1,1,0,0,0,0,eta,x(uU+dD)+y(sS)
223,782.66,0.13,0.13,8.68,0.13,0.13,0,-1,-1,-1,0,0,0,0,omega(782),x(uU+dD)+y(sS)
225,1275.4,0.8,0.8,186.6,2.3,2.3,0,1,1,1,0,0,0,0,f(2)(1270),x(uU+dD)+y(sS)
227,1667,4,4,168,10,10,0,-1,-1,-1,0,0,0,0,omega(3)(1670),x(uU+dD)+y(sS)
229,2018,11,11,237,18,18,0,1,1,1,0,0,0,0,f(4)(2050),x(uU+dD)+y(sS)
310,497.611,0.013,0.013,7.35E-12,2.90E-15,2.90E-15,2-Jan,5,-1,5,0,0,0,0,K(S),p(dS)+q(Ds)
311,497.611,0.013,0.013,-1,-1,-1,2-Jan,5,-1,5,1,0,0,0,K,dS
-311,497.611,0.013,0.013,-1,-1,-1,2-Jan,5,-1,5,1,0,0,0,K,Ds
313,895.55,0.2,0.2,47.3,0.5,0.5,2-Jan,5,-1,5,1,0,0,0,K*(892),dS
-313,895.55,0.2,0.2,47.3,0.5,0.5,2-Jan,5,-1,5,1,0,0,0,K*(892),Ds
315,1432.4,1.3,1.3,109,5,5,2-Jan,5,1,5,1,0,0,0,K(2)*(1430),dS
-315,1432.4,1.3,1.3,109,5,5,2-Jan,5,1,5,1,0,0,0,K(2)*(1430),Ds
317,1779,8,8,161,17,17,2-Jan,5,-1,5,1,0,0,0,K(3)*(1780),dS
-317,1779,8,8,161,17,17,2-Jan,5,-1,5,1,0,0,0,K(3)*(1780),Ds
319,2048,8,9,199,27,19,2-Jan,5,1,5,1,0,0,0,K(4)*(2045),dS
-319,2048,8,9,199,27,19,2-Jan,5,1,5,1,0,0,0,K(4)*(2045),Ds
321,493.677,0.016,0.016,5.32E-14,9.00E-17,9.00E-17,2-Jan,5,-1,5,2,3,0,0,K,uS
-321,493.677,0.016,0.016,5.32E-14,9.00E-17,9.00E-17,2-Jan,5,-1,5,2,-3,0,0,K,Us
323,891.67,0.26,0.26,51.4,0.8,0.8,2-Jan,5,-1,5,2,3,0,0,K*(892),uS
-323,891.67,0.26,0.26,51.4,0.8,0.8,2-Jan,5,-1,5,2,-3,0,0,K*(892),Us
325,1427.3,1.5,1.5,100,2.1,2.1,2-Jan,5,1,5,2,3,0,0,K(2)*(1430),uS
-325,1427.3,1.5,1.5,100,2.1,2.1,2-Jan,5,1,5,2,-3,0,0,K(2)*(1430),Us
327,1779,8,8,161,17,17,2-Jan,5,-1,5,2,3,0,0,K(3)*(1780),uS
-327,1779,8,8,161,17,17,2-Jan,5,-1,5,2,-3,0,0,K(3)*(1780),Us
329,2048,8,9,199,27,19,2-Jan,5,1,5,2,3,0,0,K(4)*(2045),uS
-329,2048,8,9,199,27,19,2-Jan,5,1,5,2,-3,0,0,K(4)*(2045),Us
331,957.78,0.06,0.06,0.188,0.006,0.006,0,1,-1,1,0,0,0,0,eta'(958),x(uU+dD)+y(sS)
333,1019.461,0.016,0.016,4.249,0.013,0.013,0,-1,-1,-1,0,0,0,0,phi(1020),x(uU+dD)+y(sS)
335,1517.4,2.5,2.5,86,5,5,0,1,1,1,0,0,0,0,f(2)'(1525),x(uU+dD)+y(sS)
337,1854,7,7,87,28,23,0,-1,-1,-1,0,0,0,0,phi(3)(1850),x(uU+dD)+y(sS)
411,1869.66,0.05,0.05,6.37E-10,2.90E-12,2.90E-12,2-Jan,5,-1,5,2,3,0,0,D,cD
-411,1869.66,0.05,0.05,6.37E-10,2.90E-12,2.90E-12,2-Jan,5,-1,5,2,-3,0,0,D,Cd
413,2010.26,0.05,0.05,0.0834,0.0018,0.0018,2-Jan,5,-1,5,2,3,0,0,D*(2010),cD
-413,2010.26,0.05,0.05,0.0834,0.0018,0.0018,2-Jan,5,-1,5,2,-3,0,0,D*(2010),Cd
415,2461.1,0.7,0.8,47.3,0.8,0.8,2-Jan,5,1,5,2,3,0,0,D(2)*(2460),cD
-415,2461.1,0.7,0.8,47.3,0.8,0.8,2-Jan,5,1,5,2,-3,0,0,D(2)*(2460),Cd
421,1864.84,0.05,0.05,1.60E-09,4.00E-12,4.00E-12,2-Jan,5,-1,5,1,0,0,0,D,cU
-421,1864.84,0.05,0.05,1.60E-09,4.00E-12,4.00E-12,2-Jan,5,-1,5,1,0,0,0,D,Cu
423,2006.85,0.05,0.05,2.1,-1,-1,2-Jan,5,-1,5,1,0,0,0,D*(2007),cU
-423,2006.85,0.05,0.05,2.1,-1,-1,2-Jan,5,-1,5,1,0,0,0,D*(2007),Cu
425,2461.1,0.7,0.8,47.3,0.8,0.8,2-Jan,5,1,5,1,0,0,0,D(2)*(2460),cU
-425,2461.1,0.7,0.8,47.3,0.8,0.8,2-Jan,5,1,5,1,0,0,0,D(2)*(2460),Cu
431,1968.35,0.07,0.07,1.31E-09,1.00E-11,1.00E-11,0,5,-1,5,2,3,0,0,D(s),cS
-431,1968.35,0.07,0.07,1.31E-09,1.00E-11,1.00E-11,0,5,-1,5,2,-3,0,0,D(s),Cs
433,2112.2,0.4,0.4,-1,-1,-1,0,5,5,5,2,3,0,0,D(s)*,cS
-433,2112.2,0.4,0.4,-1,-1,-1,0,5,5,5,2,-3,0,0,D(s)*,Cs
435,2569.1,0.8,0.8,16.9,0.7,0.7,0,5,5,5,2,3,0,0,D(s2)*(2573),cS
-435,2569.1,0.8,0.8,16.9,0.7,0.7,0,5,5,5,2,-3,0,0,D(s2)*(2573),Cs
441,2983.9,0.4,0.4,32,0.7,0.7,0,1,-1,1,0,0,0,0,eta(c)(1S),cC
443,3096.9,0.006,0.006,0.0926,0.0017,0.0017,0,-1,-1,-1,0,0,0,0,J/psi(1S),cC
445,3556.17,0.07,0.07,1.97,0.09,0.09,0,1,1,1,0,0,0,0,chi(c2)(1P),cC
511,5279.66,0.12,0.12,4.33E-10,1.10E-12,1.10E-12,2-Jan,5,-1,5,1,0,0,0,B,dB
-511,5279.66,0.12,0.12,4.33E-10,1.10E-12,1.10E-12,2-Jan,5,-1,5,1,0,0,0,B,Db
513,5324.71,0.21,0.21,-1,-1,-1,2-Jan,5,-1,5,1,0,0,0,B*,dB
-513,5324.71,0.21,0.21,-1,-1,-1,2-Jan,5,-1,5,1,0,0,0,B*,Db
515,5739.5,0.7,0.7,24.2,1.7,1.7,2-Jan,5,1,5,1,0,3,0,B(2)*(5747),dB
-515,5739.5,0.7,0.7,24.2,1.7,1.7,2-Jan,5,1,5,1,0,3,0,B(2)*(5747),Db
521,5279.34,0.12,0.12,4.02E-10,1.00E-12,1.00E-12,2-Jan,5,-1,5,2,3,0,0,B,uB
-521,5279.34,0.12,0.12,4.02E-10,1.00E-12,1.00E-12,2-Jan,5,-1,5,2,-3,0,0,B,Ub
523,5324.71,0.21,0.21,-1,-1,-1,2-Jan,5,-1,5,2,3,0,0,B*,uB
-523,5324.71,0.21,0.21,-1,-1,-1,2-Jan,5,-1,5,2,-3,0,0,B*,Ub
525,5737.2,0.7,0.7,20,5,5,2-Jan,5,1,5,2,3,3,0,B(2)*(5747),uB
-525,5737.2,0.7,0.7,20,5,5,2-Jan,5,1,5,2,-3,3,0,B(2)*(5747),Ub
531,5366.92,0.1,0.1,4.33E-10,1.40E-12,1.40E-12,0,5,-1,5,1,0,0,0,B(s),sB
-531,5366.92,0.1,0.1,4.33E-10,1.40E-12,1.40E-12,0,5,-1,5,1,0,0,0,B(s),Sb
533,5415.4,1.8,1.5,-1,-1,-1,0,5,-1,5,1,0,0,0,B(s)*,sB
-533,5415.4,1.8,1.5,-1,-1,-1,0,5,-1,5,1,0,0,0,B(s)*,Sb
535,5839.86,0.12,0.12,1.49,0.27,0.27,2-Jan,5,1,5,1,0,3,0,B(s2)*(5840),sB
-535,5839.86,0.12,0.12,1.49,0.27,0.27,2-Jan,5,1,5,1,0,3,0,B(s2)*(5840),Sb
541,6274.47,0.32,0.32,1.29E-09,2.30E-11,2.30E-11,0,5,-1,5,2,3,0,0,B(c),cB
-541,6274.47,0.32,0.32,1.29E-09,2.30E-11,2.30E-11,0,5,-1,5,2,-3,0,0,B(c),Cb
551,9398.7,2,2,10,5,4,0,1,-1,1,0,0,0,2,eta(b)(1S),bB
553,9460.4,0.1,0.1,0.054,0.0013,0.0013,0,-1,-1,-1,0,0,0,0,Upsilon(1S),bB
555,9912.2,0.4,0.4,-1,-1,-1,0,1,1,1,0,0,0,0,chi(b2)(1P),bB
1103,-1,-1,-1,-1,-1,-1,1,5,5,5,1,-2,0,4,(dd)(1),
-1103,-1,-1,-1,-1,-1,-1,1,5,5,5,1,2,0,4,(dd)(1),
1112,1610,20,20,130,20,20,2-Mar,5,-1,5,1,-3,4,0,Delta(1620),ddd
-1112,1610,20,20,130,20,20,2-Mar,5,1,5,1,3,4,0,Delta(1620),DDD
1114,1232,2,2,117,3,3,2-Mar,5,1,5,1,-3,4,0,Delta(1232),ddd
-1114,1232,2,2,117,3,3,2-Mar,5,-1,5,1,3,4,0,Delta(1232),DDD
1116,1880,30,25,330,70,60,2-Mar,5,1,5,1,-3,4,1,Delta(1905),ddd
-1116,1880,30,25,330,70,60,2-Mar,5,-1,5,1,3,4,1,Delta(1905),DDD
1118,1930,20,15,280,50,50,2-Mar,5,1,5,1,-3,4,1,Delta(1950),ddd
-1118,1930,20,15,280,50,50,2-Mar,5,-1,5,1,3,4,1,Delta(1950),DDD
1212,1610,20,20,130,20,20,2-Mar,5,-1,5,1,0,4,0,Delta(1620),udd
-1212,1610,20,20,130,20,20,2-Mar,5,1,5,1,0,4,0,Delta(1620),UDD
1214,1515,5,5,110,10,10,2-Jan,5,-1,5,1,0,4,0,N(1520),udd
-1214,1515,5,5,110,10,10,2-Jan,5,1,5,1,0,4,0,N(1520),UDD
1216,1880,30,25,330,70,60,2-Mar,5,1,5,1,0,4,1,Delta(1905),udd
-1216,1880,30,25,330,70,60,2-Mar,5,-1,5,1,0,4,1,Delta(1905),UDD
1218,2180,40,40,400,100,100,2-Jan,5,-1,5,1,0,4,1,N(2190),udd
-1218,2180,40,40,400,100,100,2-Jan,5,1,5,1,0,4,1,N(2190),UDD
2101,-1,-1,-1,-1,-1,-1,1,5,5,5,1,1,0,4,(ud)(0),
-2101,-1,-1,-1,-1,-1,-1,1,5,5,5,1,-1,0,4,(ud)(0),
2103,-1,-1,-1,-1,-1,-1,1,5,5,5,1,1,0,4,(ud)(1),
-2103,-1,-1,-1,-1,-1,-1,1,5,5,5,1,-1,0,4,(ud)(1),
2112,939.5654205,5.00E-07,5.00E-07,7.49E-25,4.00E-28,4.00E-28,2-Jan,5,1,5,1,0,4,0,n,udd
-2112,939.5654205,5.00E-07,5.00E-07,7.49E-25,4.00E-28,4.00E-28,2-Jan,5,-1,5,1,0,4,0,n,UDD
2114,1232,2,2,117,3,3,2-Mar,5,1,5,1,0,4,0,Delta(1232),udd
-2114,1232,2,2,117,3,3,2-Mar,5,-1,5,1,0,4,0,Delta(1232),UDD
2116,1675,5,10,145,15,15,2-Jan,5,-1,5,1,0,4,1,N(1675),udd
-2116,1675,5,10,145,15,15,2-Jan,5,1,5,1,0,4,1,N(1675),UDD
2118,1930,20,15,280,50,50,2-Mar,5,1,5,1,0,4,1,Delta(1950),udd
-2118,1930,20,15,280,50,50,2-Mar,5,-1,5,1,0,4,1,Delta(1950),UDD
2122,1610,20,20,130,20,20,2-Mar,5,-1,5,1,3,4,0,Delta(1620),uud
-2122,1610,20,20,130,20,20,2-Mar,5,1,5,1,-3,4,0,Delta(1620),UUD
2124,1515,5,5,110,10,10,2-Jan,5,-1,5,1,3,4,0,N(1520),uud
-2124,1515,5,5,110,10,10,2-Jan,5,1,5,1,-3,4,0,N(1520),UUD
2126,1880,30,25,330,70,60,2-Mar,5,1,5,1,3,4,1,Delta(1905),uud
-2126,1880,30,25,330,70,60,2-Mar,5,-1,5,1,-3,4,1,Delta(1905),UUD
2128,2180,40,40,400,100,100,2-Jan,5,-1,5,1,3,4,1,N(2190),uud
-2128,2180,40,40,400,100,100,2-Jan,5,1,5,1,-3,4,1,N(2190),UUD
2203,-1,-1,-1,-1,-1,-1,1,5,5,5,1,4,0,4,(uu)(1),
-2203,-1,-1,-1,-1,-1,-1,1,5,5,5,1,-4,0,4,(uu)(1),
2212,938.27208816,2.90E-07,2.90E-07,0,0,0,2-Jan,5,1,5,1,3,4,0,p,uud
-2212,938.27208816,2.90E-07,2.90E-07,0,0,0,2-Jan,5,-1,5,1,-3,4,0,p,UUD
2214,1232,2,2,117,3,3,2-Mar,5,1,5,1,3,4,0,Delta(1232),uud
-2214,1232,2,2,117,3,3,2-Mar,5,-1,5,1,-3,4,0,Delta(1232),UUD
2216,1675,5,10,145,15,15,2-Jan,5,-1,5,1,3,4,1,N(1675),uud
-2216,1675,5,10,145,15,15,2-Jan,5,1,5,1,-3,4,1,N(1675),UUD
2218,1930,20,15,280,50,50,2-Mar,5,1,5,1,3,4,1,Delta(1950),uud
-2218,1930,20,15,280,50,50,2-Mar,5,-1,5,1,-3,4,1,Delta(1950),UUD
2222,1610,20,20,130,20,20,2-Mar,5,-1,5,1,6,4,0,Delta(1620),uuu
-2222,1610,20,20,130,20,20,2-Mar,5,1,5,1,-6,4,0,Delta(1620),UUU
2224,1232,2,2,117,3,3,2-Mar,5,1,5,1,6,4,0,Delta(1232),uuu
-2224,1232,2,2,117,3,3,2-Mar,5,-1,5,1,-6,4,0,Delta(1232),UUU
2226,1880,30,25,330,70,60,2-Mar,5,1,5,1,6,4,1,Delta(1905),uuu
-2226,1880,30,25,330,70,60,2-Mar,5,-1,5,1,-6,4,1,Delta(1905),UUU
2228,1930,20,15,280,50,50,2-Mar,5,1,5,1,6,4,1,Delta(1950),uuu
-2228,1930,20,15,280,50,50,2-Mar,5,-1,5,1,-6,4,1,Delta(1950),UUU
3101,-1,-1,-1,-1,-1,-1,2-Jan,5,5,5,1,-2,0,4,(sd)(0),
-3101,-1,-1,-1,-1,-1,-1,2-Jan,5,5,5,1,2,0,4,(sd)(0),
3103,-1,-1,-1,-1,-1,-1,2-Jan,5,5,5,1,-2,0,4,(sd)(1),
-3103,-1,-1,-1,-1,-1,-1,2-Jan,5,5,5,1,2,0,4,(sd)(1),
3112,1197.449,0.03,0.03,4.45E-12,3.20E-14,3.20E-14,1,5,1,5,1,-3,4,0,Sigma,dds
-3112,1197.449,0.03,0.03,4.45E-12,3.20E-14,3.20E-14,1,5,-1,5,1,3,4,0,Sigma,DDS
3114,1387.2,0.5,0.5,39.4,2.1,2.1,1,5,1,5,1,-3,4,0,Sigma(1385),dds
-3114,1387.2,0.5,0.5,39.4,2.1,2.1,1,5,-1,5,1,3,4,0,Sigma(1385),DDS
3116,1775,5,5,120,15,15,1,5,-1,5,1,-3,4,1,Sigma(1775),dds
-3116,1775,5,5,120,15,15,1,5,1,5,1,3,4,1,Sigma(1775),DDS
3118,2030,10,5,180,20,30,1,5,1,5,1,-3,4,1,Sigma(2030),dds
-3118,2030,10,5,180,20,30,1,5,-1,5,1,3,4,1,Sigma(2030),DDS
3122,1115.683,0.006,0.006,2.50E-12,1.90E-14,1.90E-14,0,5,1,5,1,0,4,0,Lambda,uds
-3122,1115.683,0.006,0.006,2.50E-12,1.90E-14,1.90E-14,0,5,-1,5,1,0,4,0,Lambda,UDS
3124,1519,1,1,16,1,1,0,5,-1,5,1,0,4,0,Lambda(1520),uds
-3124,1519,1,1,16,1,1,0,5,1,5,1,0,4,0,Lambda(1520),UDS
3126,1820,5,5,80,10,10,0,5,1,5,1,0,4,1,Lambda(1820),uds
-3126,1820,5,5,80,10,10,0,5,-1,5,1,0,4,1,Lambda(1820),UDS
3128,2100,10,10,200,50,100,0,5,-1,5,1,0,4,1,Lambda(2100),uds
-3128,2100,10,10,200,50,100,0,5,1,5,1,0,4,1,Lambda(2100),UDS
3201,-1,-1,-1,-1,-1,-1,2-Jan,5,5,5,1,1,0,4,(su)(0),
-3201,-1,-1,-1,-1,-1,-1,2-Jan,5,5,5,1,-1,0,4,(su)(0),
3203,-1,-1,-1,-1,-1,-1,2-Jan,5,5,5,1,1,0,4,(su)(1),
-3203,-1,-1,-1,-1,-1,-1,2-Jan,5,5,5,1,-1,0,4,(su)(1),
3212,1192.642,0.024,0.024,0.0089,0.0009,0.0008,1,5,1,5,1,0,4,0,Sigma,uds
-3212,1192.642,0.024,0.024,0.0089,0.0009,0.0008,1,5,-1,5,1,0,4,0,Sigma,UDS
3214,1383.7,1,1,36,5,5,1,5,1,5,1,0,4,0,Sigma(1385),uds
-3214,1383.7,1,1,36,5,5,1,5,-1,5,1,0,4,0,Sigma(1385),UDS
3216,1775,5,5,120,15,15,1,5,-1,5,1,0,4,1,Sigma(1775),uds
-3216,1775,5,5,120,15,15,1,5,1,5,1,0,4,1,Sigma(1775),UDS
